Column1,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,class
1579,0.745209463,0.918054329,0.682057136,0.038854317,0.079712232,0.290733011,0.239452912,0.748824818,0.72803549,0.606120956,0.065343358,0.435958926,0.764325906,0.645217324,0.871478704,0.313656104,0.71056576,0.58877415,0.040630828,0.892554901,1
1580,0.449938928,0.827423028,0.564469662,0.52277659,0.617986347,0.249204202,0.971702945,0.500833029,0.46652624,0.285448073,0.826324627,0.945505519,0.58004425,0.896409124,0.84752774,0.995009364,0.953660653,0.213936778,0.348972838,0.846166307,1
1581,0.516627836,0.179769941,0.297613512,0.019069971,0.602458989,0.623626062,0.542533501,0.508792929,0.1273637,0.268432272,0.177149341,0.543116052,0.635059438,0.281177495,0.267618423,0.543916821,0.003880785,0.237397052,0.568143793,0.138676106,1
1582,0.798761843,0.084384359,0.38230657,0.802318882,0.603619249,0.910948276,0.043664091,0.46054465,0.367457007,0.881058406,0.216523727,0.430035147,0.389941766,0.75607081,0.795779386,0.585130099,0.559555578,0.255648625,0.067324991,0.439808584,0
1583,0.623279834,0.647635988,0.070357234,0.240852408,0.124589447,0.147776177,0.817095602,0.69376199,0.798293069,0.927688375,0.638623237,0.514109295,0.355319622,0.193861886,0.276157564,0.352557591,0.104961391,0.334148929,0.880588154,0.876395645,0
1584,0.813878103,0.810629255,0.069037466,0.218949031,0.996705072,0.804392718,0.808242792,0.844442091,0.088663238,0.864803703,0.665820012,0.261731411,0.344876716,0.076499592,0.227910894,0.295583366,0.199388935,0.433204016,0.330677036,0.897511034,1
1585,0.956406594,0.193629807,0.007729538,0.780704818,0.884620993,0.523259429,0.674369634,0.361753933,0.229488791,0.516958554,0.625550334,0.572669596,0.927200897,0.018141267,0.769186064,0.826100189,0.606502189,0.909974582,0.364465902,0.729884138,0
1586,0.129423169,0.928387342,0.768234759,0.091093952,0.609224349,0.671903056,0.588049599,0.785588758,0.008518733,0.650239008,0.470497879,0.923147784,0.509210018,0.847963169,0.612821523,0.153294219,0.743906799,0.705848233,0.50414145,0.164448954,1
1587,0.85643376,0.49840992,0.355398027,0.808547089,0.783747853,0.253478859,0.948261372,0.566031151,0.442848633,0.134985324,0.816926871,0.513260828,0.675600049,0.938049733,0.402708902,0.616809641,0.359465233,0.635144077,0.984085294,0.682423789,1
1588,0.97930359,0.016096588,0.449300186,0.312074768,0.097480518,0.569639655,0.817747137,0.240766595,0.116532777,0.465611363,0.430815391,0.817317472,0.450033131,0.920674738,0.995010559,0.974927901,0.347993821,0.675235909,0.80368408,0.40107581,0
1589,0.426081416,0.907301775,0.373343275,0.290916604,0.358398945,0.441985449,0.479226414,0.60741897,0.639374668,0.30736413,0.769592636,0.842133695,0.880456721,0.83513061,0.683156339,0.244429925,0.947636772,0.118049362,0.441521339,0.888008525,0
1590,0.641006121,0.265506179,0.278461433,0.528364229,0.726787364,0.654650183,0.206333848,0.020769006,0.757835482,0.227053101,0.389623446,0.252030088,0.082601797,0.061402608,0.524997609,0.258943696,0.296609701,0.497539139,0.608268016,0.936394544,0
1591,0.375579698,0.079064106,0.662791335,0.237933216,0.208162105,0.444617759,0.370377654,0.127254662,0.975350336,0.716594082,0.118359981,0.471855627,0.461522496,0.942274686,0.491729468,0.249725848,0.978597881,0.247606218,0.842899057,0.658238041,0
1592,0.597420531,0.905960489,0.419862533,0.110122265,0.997418528,0.025181918,0.646527932,0.863559133,0.643667238,0.489501982,0.563303386,0.49166044,0.218990687,0.227722818,0.410722377,0.382263379,0.777934589,0.377329813,0.45157289,0.085867454,0
1593,0.801157996,0.045059451,0.877483647,0.645625197,0.197695269,0.200276073,0.985305314,0.462843358,0.412789808,0.877988756,0.057657466,0.004158008,0.672638936,0.826535167,0.258733087,0.318617991,0.626536962,0.582144237,0.997232898,0.754498674,0
1594,0.357213422,0.896126448,0.479933971,0.078390135,0.891040917,0.848079384,0.492922897,0.135454566,0.767388089,0.043648717,0.30986436,0.857990312,0.571932046,0.638831615,0.047703439,0.769892918,0.423455833,0.224678259,0.664964513,0.888358205,1
1595,0.236810212,0.915062619,0.365056395,0.400054442,0.023758807,0.84833295,0.875675619,0.506197377,0.856143364,0.789015344,0.398100853,0.822987336,0.787300987,0.877357912,0.381451286,0.63267245,0.999666571,0.886828585,0.272980699,0.411116343,0
1596,0.968772572,0.37240869,0.73346886,0.25340544,0.524673358,0.955727613,0.615470044,0.794703493,0.707522272,0.274617426,0.075962314,0.567352165,0.324087197,0.559807089,0.881186545,0.973079414,0.184402204,0.950204584,0.00838729,0.567480124,1
1597,0.794386196,0.472766241,0.30289508,0.82609168,0.786100374,0.405339001,0.829109483,0.951562585,0.587301859,0.576781747,0.138684865,0.430347127,0.267786337,0.713662003,0.400210655,0.154429594,0.626497816,0.405859652,0.973771125,0.629609452,0
1598,0.985191447,0.105550934,0.293314382,0.503031037,0.431020626,0.403499352,0.001218015,0.141620894,0.442768002,0.373558442,0.675906923,0.803134082,0.88065141,0.57033056,0.896803529,0.681158047,0.396753704,0.184687399,0.63422319,0.838704014,0
1599,0.84852896,0.003862867,0.624885844,0.650253576,0.661959512,0.57245001,0.256034992,0.830079843,0.801140509,0.952121177,0.216925356,0.342675977,0.783890858,0.894996972,0.776706556,0.449702897,0.790273152,0.914490993,0.345858277,0.551288721,0
1600,0.778526368,0.498031356,0.477407948,0.363514014,0.713834136,0.921808696,0.904493304,0.029350296,0.77699752,0.543912491,0.448335839,0.379031326,0.942492373,0.893931521,0.780409038,0.81794333,0.843275125,0.859048953,0.265975903,0.145615275,0
1601,0.02002158,0.822168568,0.811478089,0.25281427,0.936494533,0.399288351,0.304445262,0.317046777,0.73975133,0.434560317,0.820826325,0.646189192,0.704557522,0.078568143,0.626475494,0.337364392,0.360211683,0.482277942,0.433252839,0.281438147,1
1602,0.880642342,0.852506322,0.992538883,0.761685236,0.754568097,0.936313118,0.859682041,0.027283066,0.797068049,0.485187326,0.104646919,0.325695448,0.51756397,0.065255948,0.380093131,0.462460132,0.288879669,0.629786626,0.26497848,0.146104475,1
1603,0.179418642,0.973720283,0.515256985,0.583176556,0.16146722,0.183928659,0.510897575,0.287718523,0.474750267,0.150436568,0.339498028,0.605031673,0.083513782,0.253487577,0.094612757,0.614723951,0.686102134,0.413131629,0.011157433,0.483517561,1
1604,0.136602195,0.413314311,0.42796197,0.645658148,0.29510848,0.694990432,0.123950526,0.641032009,0.156075703,0.053938203,0.174396842,0.479393212,0.151130427,0.536029862,0.565062921,0.567299645,0.934055176,0.679219642,0.30378138,0.717414839,1
1605,0.338761371,0.918645143,0.306172161,0.677574851,0.943024052,0.081841209,0.65520197,0.729320062,0.548329882,0.004611385,0.213943002,0.401124157,0.458252081,0.195184584,0.660618542,0.5587618,0.436521428,0.874432525,0.074045611,0.039884691,1
1606,0.631931877,0.416968864,0.356958999,0.086565459,0.152288799,0.726431833,0.748264161,0.186316601,0.92158364,0.81910822,0.181998149,0.284065451,0.580379842,0.59620942,0.73865711,0.693026455,0.579527411,0.425283498,0.742589993,0.412215292,0
1607,0.942701478,0.175996862,0.091120078,0.034356853,0.778382919,0.484927069,0.71726735,0.255200925,0.242054487,0.055124513,0.361806483,0.9409935,0.738806843,0.113898556,0.709434491,0.817177643,0.353274526,0.529523036,0.544501298,0.277354795,0
1608,0.017920179,0.528712938,0.703977902,0.428149515,0.154540064,0.352427774,0.623501031,0.724110976,0.151459443,0.632314738,0.076582944,0.150753685,0.602982258,0.194463286,0.123071681,0.975735404,0.839793968,0.285405401,0.476590098,0.091695683,1
1609,0.935609172,0.617324152,0.643694505,0.584668486,0.772380025,0.140520071,0.206816988,0.685780842,0.700528256,0.19119758,0.14495928,0.554971392,0.105342919,0.113743132,0.13086263,0.923657101,0.968298036,0.773142612,0.296941085,0.995253852,0
1610,0.027865769,0.600663009,0.899413074,0.226867288,0.556348977,0.064055256,0.247128202,0.065498694,0.104310616,0.620043964,0.195029297,0.990030501,0.711134692,0.58582311,0.1947893,0.764797876,0.97018211,0.757132198,0.446865881,0.043743835,1
1611,0.432012191,0.24535652,0.738628095,0.060644239,0.095339353,0.900461789,0.639150854,0.012774324,0.769086309,0.129154356,0.12857452,0.16211358,0.593256308,0.522434897,0.607174515,0.16805284,0.935772212,0.958151065,0.588200152,0.867549307,0
1612,0.870392082,0.567227385,0.999635233,0.553380264,0.576812215,0.026896017,0.131535311,0.636568561,0.982986713,0.375567384,0.856161711,0.680318061,0.779941552,0.413312988,0.910640739,0.375756907,0.62125329,0.846987306,0.179422922,0.482739978,0
1613,0.75932573,0.420899055,0.526058598,0.75603582,0.769945965,0.933721203,0.090290677,0.767916897,0.421893937,0.261607349,0.70923393,0.001394142,0.658641236,0.79004095,0.487028139,0.665578244,0.101321871,0.160856387,0.515978096,0.25742071,1
1614,0.9973849,0.656250079,0.21339475,0.832611556,0.798646889,0.930594291,0.734897872,0.098063547,0.78689406,0.065095273,0.789852877,0.966410601,0.919525975,0.88854728,0.532561737,0.683142278,0.766437795,0.873092671,0.437544688,0.201779581,0
1615,0.247336728,0.097538183,0.022547804,0.741766352,0.35558125,0.096398051,0.009031213,0.645075781,0.964588894,0.33289164,0.61002022,0.447964419,0.255378533,0.888042738,0.700981459,0.71538421,0.323645884,0.254895388,0.372474476,0.311385589,0
1616,0.526224348,0.992382379,0.739151997,0.090979764,0.63405607,0.773906805,0.062084876,0.335522553,0.26664405,0.036446359,0.618139671,0.99728626,0.417986845,0.742783558,0.200187571,0.108451451,0.69144596,0.548593838,0.346251034,0.416025947,1
1617,0.450980726,0.756314796,0.901778735,0.293942952,0.97007887,0.603822266,0.757630125,0.320433282,0.732274748,0.738909791,0.625550465,0.296129632,0.254295891,0.514039414,0.896048287,0.615029945,0.131988798,0.788528104,0.768508307,0.04745528,1
1618,0.672622614,0.404900435,0.852452279,0.931794297,0.619967909,0.192251324,0.10490971,0.523920937,0.195082297,0.304921294,0.996280395,0.735572575,0.051730731,0.214974627,0.511572085,0.579483371,0.190373088,0.423441921,0.589504562,0.188686785,1
1619,0.663847301,0.92827994,0.447027496,0.69216531,0.767851045,0.213077576,0.675863479,0.582467952,0.292951128,0.830876226,0.622210697,0.393196077,0.849244577,0.122297664,0.15646972,0.862523119,0.233709719,0.160998773,0.693831358,0.189735167,1
1620,0.276706267,0.179729957,0.198995511,0.269468263,0.76047067,0.73180071,0.139474573,0.502808935,0.696515477,0.362775988,0.099033945,0.34550945,0.296537979,0.211107572,0.618639473,0.04584946,0.379177985,0.546402187,0.203075687,0.954560781,0
1621,0.748827197,0.948483503,0.004267034,0.584453461,0.132988287,0.929839081,0.037849748,0.315628576,0.933857,0.807136869,0.285644098,0.080301753,0.018619106,0.610827467,0.443699152,0.922034013,0.503349807,0.606160448,0.04526089,0.481863637,0
1622,0.436420893,0.940412317,0.952002125,0.89109962,0.572217866,0.339873007,0.082834247,0.201093686,0.626129669,0.963997284,0.115458553,0.710752959,0.754584982,0.033928992,0.385552552,0.468043386,0.638749592,0.979766383,0.336751253,0.64775876,1
1623,0.793456992,0.631236249,0.388716176,0.068312432,0.481467047,0.40940025,0.780306547,0.239437444,0.89951667,0.657588055,0.910852277,0.324651856,0.910998041,0.465152755,0.647881419,0.053801355,0.144278571,0.77716413,0.511344976,0.41529387,1
1624,0.741081595,0.682935747,0.508844068,0.960466483,0.015901799,0.499128408,0.561423326,0.597942943,0.083645157,0.774118098,0.088633842,0.886979777,0.966857937,0.660027759,0.812209389,0.909190041,0.429537793,0.024649074,0.361964044,0.714496822,1
1625,0.955051242,0.206873087,0.646543303,0.336041064,0.314709966,0.215457047,0.135465191,0.961025575,0.521911727,0.143639925,0.713413161,0.895850825,0.914131069,0.827449336,0.084424117,0.278301646,0.675526091,0.014662156,0.99528272,0.665553922,0
1626,0.838326656,0.067300162,0.566610014,0.38320634,0.849995844,0.572630258,0.330689031,0.678318927,0.227114134,0.815697488,0.682339529,0.577999791,0.739681517,0.345367994,0.871290481,0.250299151,0.758154057,0.75799481,0.992866583,0.683997555,0
1627,0.082095894,0.477205326,0.43013828,0.109855586,0.214864786,0.817879903,0.362005873,0.607667761,0.535020194,0.036345076,0.418546834,0.96907181,0.324029696,0.487523301,0.113774765,0.606538421,0.10489861,0.429694592,0.353537961,0.354279797,1
1628,0.723447892,0.841549088,0.466169958,0.105793572,0.444213092,0.575160215,0.538212143,0.452616632,0.800226439,0.078512065,0.564458774,0.387401921,0.366552728,0.686094316,0.615052476,0.515521855,0.033681086,0.054285509,0.64627555,0.037922448,1
1629,0.919092133,0.829947129,0.134086086,0.89209382,0.091924063,0.435283744,0.140399062,0.896821292,0.576315374,0.182953527,0.826590049,0.607176499,0.528409855,0.882240934,0.572425321,0.878508088,0.352209536,0.901398994,0.321437444,0.953922897,0
1630,0.572664854,0.997488086,0.855395568,0.287951476,0.797605454,0.959233512,0.761450856,0.625250806,0.627766972,0.600203788,0.277548541,0.311336765,0.063359691,0.981910612,0.072507463,0.845411625,0.497219059,0.413946566,0.466303864,0.119485266,1
1631,0.639558623,0.783038243,0.787750455,0.924488388,0.625488915,0.617627987,0.141567478,0.781198673,0.783331856,0.2364214,0.137880073,0.625122321,0.781454704,0.289878351,0.945301146,0.988091634,0.343544555,0.067115495,0.336218169,0.654079118,1
1632,0.825527622,0.001645595,0.875398208,0.925597116,0.640204377,0.389471401,0.405534142,0.629099143,0.088294114,0.009745735,0.147069336,0.414141048,0.683125392,0.636798848,0.854925258,0.165230751,0.674314147,0.946597599,0.61709504,0.162462431,0
1633,0.721907197,0.820944022,0.428374787,0.196447857,0.975643646,0.921490915,0.990998035,0.971987035,0.482821581,0.660938764,0.355370545,0.282992732,0.650875887,0.989791282,0.131595304,0.994789872,0.666264125,0.495786002,0.870945754,0.148083257,1
1634,0.363795053,0.527376803,0.276549347,0.060626536,0.102660156,0.846483055,0.252782194,0.93605278,0.522824976,0.474902101,0.136541624,0.658755015,0.358261884,0.438607781,0.805233708,0.666125316,0.096383654,0.638490576,0.781858483,0.944910579,1
1635,0.624932019,0.746068531,0.259118611,0.232966973,0.003759046,0.06481844,0.586082397,0.218036408,0.749111116,0.009964804,0.317496448,0.484630297,0.049951645,0.945723064,0.397812244,0.620789111,0.462071659,0.598631028,0.926166573,0.466509235,0
1636,0.190321885,0.618857553,0.675909936,0.539603517,0.823675986,0.15147103,0.416595122,0.899515462,0.529780363,0.907326752,0.738567218,0.829806324,0.914765315,0.043593766,0.583154401,0.018475192,0.643463453,0.695604462,0.606131819,0.821413008,1
1637,0.517286981,0.668413225,0.821977205,0.258692111,0.44849047,0.460465095,0.915650226,0.876213128,0.888073305,0.323805742,0.689825785,0.628246401,0.558247797,0.883417678,0.660334814,0.93109095,0.788706962,0.077510455,0.048495592,0.722578261,0
1638,0.224487755,0.830174394,0.550461955,0.974169965,0.94793764,0.87535916,0.009639613,0.928629687,0.68399777,0.545140673,0.984100337,0.404714442,0.118783839,0.584633414,0.918811301,0.719336152,0.469078321,0.613757401,0.121493075,0.326013755,1
1639,0.577799093,0.619809162,0.001461185,0.423963705,0.846901034,0.275451302,0.373122984,0.912535397,0.707416807,0.140705539,0.078446587,0.700796597,0.200829171,0.599679162,0.928308614,0.404694315,0.354798473,0.688265042,0.357583929,0.1063211,0
1640,0.557250683,0.676870008,0.444824667,0.554031906,0.115084694,0.189304016,0.484133193,0.339722312,0.883984705,0.920774207,0.979026543,0.675511739,0.8688647,0.085198833,0.715851447,0.679080766,0.664445042,0.775227898,0.95332589,0.320172506,0
1641,0.633270469,0.61499031,0.777260011,0.794039463,0.208708751,0.986199261,0.358756569,0.48391112,0.308091158,0.049594786,0.622217307,0.729600088,0.123239796,0.006139088,0.674164087,0.687148424,0.291211079,0.115317385,0.012761768,0.658951445,1
1642,0.014618201,0.141846402,0.606197771,0.665430673,0.811798167,0.496561887,0.910994226,0.642568738,0.034146108,0.666935728,0.203623585,0.934457508,0.551150774,0.090071958,0.84022971,0.62662253,0.842065581,0.315038333,0.699296425,0.70218531,1
1643,0.966557463,0.844240986,0.104171995,0.150229857,0.683933341,0.815964717,0.640020145,0.612216368,0.767251388,0.63504566,0.304776168,0.381781513,0.30378093,0.775950436,0.664608368,0.516932546,0.060315678,0.489033669,0.567944842,0.132604241,1
1644,0.101620147,0.752104959,0.472843104,0.541476007,0.219642052,0.333876194,0.210871726,0.323414244,0.343333802,0.918380115,0.478833886,0.10767122,0.571684471,0.51889106,0.376972916,0.933583213,0.316863198,0.117596648,0.629411463,0.911745235,1
1645,0.673877968,0.298965572,0.608002179,0.179216462,0.036401098,0.820347497,0.863307073,0.00202162,0.149804835,0.786907007,0.084432657,0.85898908,0.8529966,0.601682112,0.133541364,0.395601125,0.47576841,0.670101478,0.204276101,0.927626451,1
1646,0.964896678,0.713424844,0.869572619,0.520194441,0.326380683,0.833413969,0.792751815,0.53993403,0.292618188,0.472637946,0.151688516,0.890736325,0.760302013,0.732404003,0.888509742,0.575764209,0.855006865,0.824819169,0.31407374,0.234765567,1
1647,0.5885827,0.34793005,0.457043564,0.714428225,0.166057948,0.661508616,0.657743018,0.624202178,0.243576136,0.34115144,0.852737935,0.691432138,0.337933508,0.723520675,0.589734382,0.002213889,0.436972821,0.460574171,0.109839218,0.908127283,1
1648,0.243768594,0.064162696,0.721098569,0.031660067,0.424701115,0.36034003,0.195367163,0.736490502,0.528091207,0.033264428,0.509571471,0.364912027,0.650817844,0.404911871,0.294637815,0.124643622,0.810546835,0.988244908,0.075350347,0.645520665,0
1649,0.02532319,0.79073601,0.257690106,0.658710389,0.523577203,0.926629261,0.031863247,0.806044097,0.189533116,0.44191742,0.72799519,0.704292413,0.863087938,0.698600404,0.44272806,0.632308958,0.320815202,0.608039402,0.330723927,0.758472766,1
1650,0.570979783,0.049487942,0.218469184,0.159500231,0.450069387,0.219527598,0.841855211,0.604293745,0.100165823,0.395221526,0.476052688,0.95995514,0.402876818,0.607268928,0.760781408,0.566275676,0.676710812,0.804882356,0.063543529,0.126623441,0
1651,0.668560843,0.189558367,0.889463654,0.634378481,0.188071157,0.880402865,0.588165169,0.101879516,0.019216127,0.246822141,0.719652669,0.266666364,0.655723025,0.932623301,0.533513988,0.698025741,0.655692154,0.211824764,0.457730211,0.129056841,1
1652,0.839668598,0.526290566,0.211815336,0.456611115,0.487071278,0.702799385,0.201108492,0.647892813,0.556924085,0.309066465,0.024074031,0.101270951,0.493961334,0.682645335,0.871405475,0.239892004,0.2160764,0.592967525,0.533145903,0.997233191,0
1653,0.195268281,0.412940835,0.694293563,0.594126237,0.670802685,0.606496112,0.770233344,0.781106301,0.66904103,0.641863233,0.953695192,0.936421054,0.87216239,0.381452758,0.351456556,0.498663765,0.080587016,0.776582745,0.359164335,0.362024259,1
1654,0.355484247,0.043308838,0.111639416,0.436674943,0.124358348,0.624120411,0.642366899,0.939837851,0.520956423,0.388419815,0.942074877,0.673010869,0.641691754,0.719999383,0.260297256,0.810645897,0.223389001,0.412126082,0.957079863,0.496898918,0
1655,0.504592115,0.261822424,0.893108644,0.571869638,0.687258474,0.159793603,0.855014036,0.03464922,0.720953416,0.980415273,0.412242838,0.366125037,0.439111607,0.671370921,0.942000003,0.139346124,0.288085009,0.445666561,0.180029187,0.931003111,1
1656,0.387291866,0.060646518,0.484569856,0.549950997,0.359142882,0.3467966,0.498934236,0.892949845,0.019657253,0.314906262,0.815898711,0.913509399,0.187512839,0.80872796,0.401895579,0.208242045,0.19493025,0.802282483,0.625517125,0.211919095,1
1657,0.936657274,0.877974546,0.610351547,0.478948944,0.11974346,0.525155395,0.02354261,0.272332255,0.722896779,0.510218502,0.259843525,0.957524164,0.740563374,0.835169132,0.877861289,0.837330414,0.812954073,0.905692661,0.043833494,0.406786342,0
1658,0.63966928,0.734407446,0.330216761,0.915304587,0.722202329,0.04815705,0.790370358,0.831611318,0.094633601,0.683993905,0.46719857,0.135248718,0.515470677,0.673176534,0.761108169,0.108766819,0.030507289,0.162320885,0.322090333,0.656799595,1
1659,0.000841544,0.744071053,0.934192043,0.652914851,0.602330165,0.314069736,0.564845835,0.336391679,0.099163618,0.431235742,0.538929873,0.926106771,0.200842544,0.667930726,0.064816835,0.720577867,0.74453247,0.527416214,0.772988041,0.163556046,1
1660,0.880627138,0.239434684,0.216345778,0.288377309,0.069312582,0.770497698,0.760859219,0.820073616,0.160209158,0.450329724,0.16099828,0.53416665,0.57241529,0.835607786,0.089356192,0.065037738,0.666680434,0.015777393,0.001466153,0.237509849,0
1661,0.456669337,0.15303946,0.405789966,0.575752612,0.138272736,0.491687177,0.694734744,0.471461043,0.804703355,0.094527978,0.289988521,0.917734886,0.383303282,0.972662455,0.431342719,0.750158968,0.339211164,0.089212102,0.878537077,0.708417608,0
1662,0.883740291,0.095867625,0.116967592,0.567788367,0.082251983,0.899112007,0.34660939,0.368404314,0.127407504,0.100520547,0.20287757,0.987134789,0.493358445,0.596101491,0.496020199,0.784762881,0.362315937,0.348333066,0.764654912,0.129311568,0
1663,0.983931537,0.093639044,0.171367816,0.746823157,0.420557501,0.056951495,0.938757119,0.766047136,0.54109594,0.083075601,0.993962142,0.501790055,0.178472901,0.041814511,0.393731759,0.587716835,0.456908643,0.391237083,0.06313923,0.441417608,0
1664,0.729767785,0.7861965,0.473870276,0.93025864,0.950227698,0.160255826,0.546625483,0.868838461,0.297705847,0.784857002,0.553443842,0.633930991,0.825635185,0.78860714,0.828404664,0.65834348,0.143495364,0.613900946,0.906691619,0.922613936,1
1665,0.543123623,0.957448587,0.300275647,0.475722717,0.428258722,0.057668173,0.889343024,0.828452116,0.36835331,0.888532116,0.11108725,0.667461617,0.848418662,0.757535541,0.128995018,0.537112209,0.964886931,0.156141346,0.134009291,0.018326176,0
1666,0.674032403,0.235150622,0.737959308,0.769774842,0.063618564,0.953091377,0.804594807,0.552542943,0.180148667,0.580855393,0.445475275,0.88161723,0.264520016,0.452268194,0.90687568,0.793929554,0.893522056,0.152739577,0.726717131,0.023479765,1
1667,0.457606958,0.529488263,0.102129947,0.991574682,0.896373678,0.437374218,0.566544251,0.1497986,0.818217523,0.501906445,0.134769603,0.961568437,0.7520239,0.929180144,0.668351195,0.922118363,0.546845495,0.291354409,0.48539062,0.57271453,0
1668,0.626398681,0.358056519,0.438276027,0.652216724,0.300483799,0.082414182,0.894902753,0.048012571,0.154467643,0.047502353,0.33827867,0.012440837,0.783214908,0.593425837,0.036213425,0.451053994,0.364227517,0.450857549,0.372956591,0.67455192,1
1669,0.703107952,0.026458836,0.994596261,0.104327456,0.123643622,0.827337308,0.659410494,0.888266453,0.738345584,0.583318556,0.741955388,0.986802252,0.437648751,0.830084053,0.779120243,0.362598103,0.043596563,0.486557645,0.318346827,0.196523455,0
1670,0.996930782,0.055499029,0.846799622,0.805333312,0.921144956,0.854575684,0.747071312,0.397771563,0.08247936,0.568683943,0.894348141,0.260347903,0.43645634,0.56734422,0.859504155,0.5777887,0.463594634,0.390981395,0.333290752,0.31819723,1
1671,0.393218486,0.824036376,0.859525683,0.420222482,0.282494137,0.408594492,0.149244379,0.38949251,0.445136669,0.093469345,0.257679302,0.234851532,0.860831756,0.551175832,0.692115603,0.13085846,0.834288047,0.916560758,0.463223589,0.268775292,1
1672,0.241983067,0.991930662,0.917519043,0.349721528,0.995311845,0.234124244,0.873716203,0.224256769,0.679432243,0.197833435,0.592551684,0.35262724,0.908597976,0.4218724,0.414031057,0.463279703,0.008634657,0.798625991,0.859378761,0.532857126,1
1673,0.475510684,0.486582474,0.304506623,0.756143415,0.202978181,0.404175415,0.476952817,0.800995448,0.264794052,0.033347961,0.343375979,0.217829707,0.952502891,0.223127038,0.494013109,0.428214942,0.954147661,0.854965985,0.086197273,0.431825056,0
1674,0.5164879,0.738979935,0.21725072,0.971152299,0.167254833,0.944189346,0.081914496,0.387297835,0.429204263,0.378281431,0.354410097,0.594260489,0.737285407,0.254654487,0.617683595,0.945696047,0.82995119,0.767406909,0.639516676,0.510095846,0
1675,0.628175525,0.657281037,0.478131326,0.408113379,0.20219963,0.895961889,0.423777782,0.260584825,0.36162673,0.694017786,0.475306019,0.931895889,0.558142497,0.675085873,0.73010161,0.124938176,0.286115842,0.466910156,0.563602325,0.145498943,1
1676,0.072734316,0.069436861,0.945396049,0.530863799,0.380648476,0.992460861,0.217230243,0.626310572,0.500051729,0.757724491,0.695568733,0.584938453,0.943144809,0.209674264,0.088974474,0.357959841,0.298943897,0.883214144,0.501695407,0.638898446,0
1677,0.44493149,0.532346895,0.944464155,0.234234967,0.319311628,0.56159919,0.03799651,0.610503665,0.082608313,0.137085543,0.251535875,0.118643077,0.415739586,0.708763762,0.68933401,0.219664621,0.21949951,0.167335269,0.341653028,0.378926257,1
1678,0.875514394,0.074197043,0.960351095,0.315279971,0.637029776,0.214608828,0.145741755,0.080592046,0.364358351,0.441896006,0.572901542,0.505909153,0.091949701,0.199939988,0.970285538,0.910667831,0.735982297,0.25073582,0.974281851,0.53195278,0
1679,0.175591981,0.795721496,0.018508811,0.86423296,0.61533862,0.467299754,0.811339161,0.25446846,0.454354918,0.585127545,0.689893041,0.596929788,0.723544415,0.898193883,0.883954588,0.641287998,0.653282831,0.203192389,0.737523097,0.897848092,0
1680,0.269888295,0.115337616,0.975295381,0.439323424,0.282299025,0.622824434,0.025340028,0.146951691,0.084622882,0.369496009,0.41465372,0.057788254,0.464336393,0.110810803,0.25357124,0.718529762,0.337116281,0.345912118,0.583706933,0.101518308,1
1681,0.490545769,0.279927161,0.117436684,0.248129522,0.381803181,0.717058663,0.508116443,0.915292288,0.230551376,0.006608428,0.931190696,0.388375214,0.852224418,0.715801012,0.210119958,0.208286721,0.877041837,0.815872488,0.337040941,0.117667647,0
1682,0.366317315,0.134079139,0.252223826,0.809223624,0.749771469,0.544142415,0.164488948,0.545272113,0.546911598,0.710522776,0.384320234,0.303383647,0.680073124,0.944734776,0.390661765,0.638659084,0.821234104,0.174316186,0.492372875,0.382389422,0
1683,0.42408839,0.845541073,0.550571215,0.984220631,0.517117786,0.360473189,0.750911365,0.789400173,0.03858599,0.065311029,0.616635876,0.202212647,0.742311169,0.647921555,0.920577346,0.845829154,0.745601871,0.876537439,0.828145258,0.678784151,1
1684,0.55272426,0.117717183,0.687293068,0.010158744,0.473057219,0.593286819,0.022563559,0.847571304,0.516286164,0.489863581,0.518594121,0.442097351,0.685342751,0.985662057,0.645885561,0.126069054,0.446162967,0.970485156,0.637435259,0.832066344,0
1685,0.539771229,0.920716625,0.807795736,0.573660677,0.636230369,0.234839606,0.535864256,0.461340469,0.503734011,0.232085277,0.853947764,0.971815993,0.084629458,0.646850502,0.699719614,0.37235655,0.429451598,0.130229128,0.419981817,0.54242979,1
1686,0.630074767,0.230485529,0.852339679,0.155874015,0.84100043,0.185096885,0.554365493,0.411963671,0.716391467,0.822210434,0.502976289,0.918982923,0.576626962,0.390451514,0.116733161,0.701883805,0.648240865,0.153452077,0.440319139,0.84048791,0
1687,0.385845232,0.449650425,0.479425975,0.889407622,0.481085297,0.260130553,0.752532617,0.553873305,0.979887134,0.328881778,0.516082435,0.490500899,0.220554174,0.227912354,0.184167835,0.467539511,0.43000368,0.273876481,0.229482164,0.510564594,0
1688,0.155877692,0.578347916,0.196160381,0.526267482,0.375309792,0.074494712,0.016423993,0.894974469,0.710047899,0.415489967,0.062239929,0.302299082,0.288568645,0.922585103,0.894574651,0.562203282,0.488153083,0.806443769,0.052304026,0.343302462,0
1689,0.055056351,0.648502552,0.333514196,0.086875473,0.119520606,0.609903122,0.977839313,0.629961144,0.103055735,0.887007432,0.19869619,0.08219384,0.686213373,0.632996251,0.963451431,0.743699914,0.257190609,0.342294961,0.886618004,0.792015689,1
